cloud,visibility_km,visibility_miles,air_quality
20,10,6,64.9
75,24,14,0.5
25,8,4,7.4
5,10,6,30.6
0,10,6,159.8
0,2.8,1,121.2
32,10,6,12
9,10,6,2.9
0,8,4,4.2
75,10,6,21.6
0,10,6,18.4
100,9,5,7.1
25,10,6,26.7
0,10,6,14.4
0,8,4,4.2
25,7,4,18.4
6,10,6,16.3
50,10,6,3.7
75,8,4,5.7
74,10,6,22.8
0,10,6,25.8
25,10,6,20.4
50,10,6,2.4
2,10,6,57.7
0,10,6,6.4
91,10,6,1.6
75,2,1,108.3
75,10,6,4
75,10,6,6.2
0,10,6,65.6
75,10,6,5.3
50,9,5,1.4
0,10,6,16.6
0,10,6,14.7
18,10,6,7.2
25,10,6,14.8
50,10,6,5.2
50,10,6,6.2
50,10,6,0.6
50,8,4,1.9
25,10,6,1
37,10,6,14.5
0,10,6,42.6
37,10,6,0.6
0,10,6,17.4
100,10,6,0.9
0,3,1,795.7
25,5,3,798.9
50,10,6,26.3
0,10,6,55.7
25,10,6,3.4
0,10,6,20.9
0,10,6,42.6
25,10,6,4.8
75,10,6,51.1
0,10,6,18.8
0,10,6,12
75,10,6,14.6
0,10,6,115.7
45,10,6,15.2
11,10,6,15.5
0,10,6,8
25,8,4,19
9,10,6,3.4
75,10,6,2.9
94,2,1,10.1
0,10,6,34.3
0,10,6,7.8
0,10,6,16.8
25,10,6,3
3,10,6,15.6
25,10,6,173.9
61,10,6,0.7
25,10,6,7.9
25,10,6,7.5
69,10,6,0.5
0,10,6,26.7
50,10,6,3.3
50,13,8,7.1
100,24,14,0.5
44,10,6,0.9
0,10,6,4.9
0,10,6,12.6
0,5,3,8.9
75,10,6,2
90,9,5,5.6
0,10,6,3.6
0,10,6,15.9
75,7,4,133.8
0,10,6,14.4
100,3.4,2,1.1
50,10,6,2.9
5,10,6,26.2
77,10,6,21.1
90,10,6,93.6
0,10,6,20.1
75,0,0,16.9
0,10,6,34.7
5,10,6,62.5
100,19,11,3.9
10,10,6,0.5
50,9,5,5.5
51,10,6,10.3
0,10,6,1
63,10,6,6
75,10,6,116.9
0,8,4,5.1
0,10,6,4.2
0,10,6,47.5
0,10,6,11.6
0,10,6,8.4
75,10,6,30.6
25,10,6,6
50,10,6,4.4
20,10,6,2.1
0,10,6,17.4
0,10,6,23.6
0,10,6,54.7
25,10,6,8.7
0,10,6,15.5
50,10,6,1.4
87,10,6,1.2
75,10,6,35.9
0,10,6,15.7
25,10,6,16.8
50,10,6,2.3
75,10,6,7.5
0,10,6,61.2
100,3,1,8.3
5,10,6,2.7
50,10,6,1.4
88,9,5,15.6
50,10,6,2.7
0,10,6,11.8
0,10,6,32.9
0,10,6,35.2
0,10,6,7.6
6,10,6,3.6
50,9,5,366.5
2,10,6,3.4
6,10,6,14
25,10,6,4.2
25,10,6,4.1
25,10,6,12.6
0,10,6,12.1
75,10,6,14.2
61,10,6,0.9
25,10,6,10.5
3,10,6,6.6
0,10,6,36.5
50,10,6,8.5
0,16,9,0.5
75,10,6,16.9
0,10,6,14.3
25,10,6,3.7
50,10,6,7
75,10,6,220.7
2,10,6,60.6
29,10,6,12.6
17,10,6,9.8
4,10,6,21.7
0,10,6,9.1
25,10,6,7.6
3,10,6,6.4
25,10,6,8.7
50,10,6,5.8
0,10,6,16.2
0,10,6,4.6
100,10,6,1.1
0,10,6,15.5
0,3,1,19.6
75,10,6,3.3
0,10,6,39
21,10,6,184.2
25,10,6,9
0,10,6,14.1
0,10,6,4
50,10,6,0.6
50,10,6,10.3
20,10,6,4.7
11,10,6,2.4
0,10,6,10.6
0,10,6,3.7
13,10,6,1.4
75,10,6,4.9
25,10,6,10
0,10,6,18.5
9,10,6,57.5
0,10,6,1
25,10,6,13.1
75,9,5,13.4
46,2,1,41.9
75,24,14,1.4
25,8,4,2.2
0,8,4,32
0,10,6,70.6
0,10,6,62.9
5,10,6,8.6
13,10,6,2.7
0,8,4,8
50,2.5,1,18.9
0,10,6,18.4
75,9,5,7.9
0,10,6,17
0,10,6,33.6
0,8,4,8
0,10,6,21.8
50,8,4,18.8
25,10,6,2
75,10,6,5.3
87,9,5,65.1
0,10,6,19.1
50,10,6,6.3
50,10,6,1.7
0,10,6,40.5
75,10,6,12.2
52,10,6,3.5
75,10,6,132.4
100,10,6,5.4
75,10,6,15.3
100,10,6,9.6
75,10,6,4
50,10,6,12
0,10,6,31.6
0,10,6,51.7
26,10,6,5.3
50,10,6,3.9
0,10,6,6.4
50,10,6,2.7
75,8,4,0.9
25,8,4,4.4
37,10,6,2.7
25,10,6,21.6
0,10,6,20
100,8,4,2
0,10,6,26
33,10,6,0.5
0,3.5,2,149.1
25,5,3,911.7
0,10,6,35.8
0,10,6,42.2
75,10,6,2.1
0,10,6,19.4
0,10,6,20
75,0.5,0,11.2
50,9,5,16.9
0,7,4,18.2
75,10,6,6.3
0,10,6,8.8
68,10,6,0.5
0,10,6,41.5
7,10,6,8.2
77,10,6,19.2
25,6,3,12.1
25,8,4,19.9
15,10,6,5.6
75,7,4,2.7
87,10,6,7.7
0,10,6,22.9
0,10,6,7.1
0,10,6,20.9
75,10,6,4.7
0,10,6,9.9
25,10,6,46.9
100,2,1,0.9
25,10,6,15.1
0,10,6,30.6
75,24,14,0.5
23,10,6,61.6
50,10,6,4.5
50,14,8,12.5
100,24,14,0.5
16,10,6,0.8
0,10,6,12.6
75,10,6,2.8
0,10,6,8.4
0,5,3,7.8
75,7,4,1.5
100,9,5,8.5
0,10,6,10.8
75,10,6,11.7
50,7,4,92.2
0,10,6,15.4
100,10,6,0.5
25,10,6,9.9
0,10,6,21.4
25,10,6,13.9
38,2,1,109.2
25,10,6,13.9
75,0,0,9.9
0,10,6,32.2
0,10,6,61.4
100,16,9,4.4
30,10,6,5.1
25,10,6,3.4
25,10,6,5.1
35,10,6,8
44,10,6,7.4
75,10,6,76.6
0,10,6,18.8
0,10,6,2.7
0,10,6,47.5
0,10,6,9.4
0,9,5,28.8
50,10,6,25.6
50,10,6,5.1
25,10,6,1
38,10,6,3.1
75,10,6,1.7
0,10,6,16.1
0,10,6,7
0,10,6,65.2
50,10,6,33.4
0,10,6,14.9
50,10,6,3.6
31,10,6,4.4
75,10,6,18.5
0,10,6,23
25,10,6,20
75,10,6,3.3
30,10,6,6.7
0,10,6,27.2
0,3,1,57.4
7,10,6,11.3
0,9,5,11.5
50,10,6,1.5
6,10,6,49
25,10,6,1.6
75,10,6,15.7
0,10,6,34.2
0,10,6,20.9
50,10,6,7.7
14,10,6,7.1
75,9,5,79.7
2,10,6,4.5
0,10,6,10.2
75,10,6,3.8
75,10,6,5.2
25,10,6,12.2
0,10,6,28.1
0,10,6,19.1
50,10,6,1.3
25,10,6,38.5
0,10,6,11.6
0,10,6,36.3
100,10,6,6.4
100,16,9,0.5
0,10,6,6.5
0,10,6,9.7
50,10,6,2.7
75,10,6,7.3
100,7,4,47.9
0,10,6,28.3
45,10,6,17.7
7,10,6,22.4
87,10,6,15.5
0,10,6,8.7
25,10,6,6.7
5,10,6,5.6
75,10,6,9.8
50,10,6,4.7
0,10,6,3.9
0,10,6,7.1
50,10,6,7.6
0,10,6,23
0,8,4,17.6
75,10,6,2.1
0,8,4,102.4
81,9,5,68.6
50,10,6,2.5
50,2.2,1,11.5
0,10,6,4.4
52,10,6,0.9
75,10,6,9
25,10,6,5.2
0,10,6,4.2
0,10,6,9.8
0,10,6,5.1
31,10,6,14.2
75,9,5,9.1
0,10,6,11.8
25,10,6,20.3
46,10,6,47.4
13,10,6,1.2
50,10,6,17.7
75,9,5,20.8
80,2,1,27.6
75,24,14,14.4
25,6,3,1.6
25,6,3,32.6
0,10,6,148.2
0,10,6,182.6
17,10,6,13.7
16,10,6,3.4
0,8,4,14.4
50,10,6,15.6
0,10,6,25.9
75,9,5,2.9
0,10,6,16.9
0,10,6,26.5
0,8,4,14.4
0,10,6,6
50,10,6,25.7
25,10,6,1.8
50,10,6,15.5
88,9,5,17.4
0,10,6,25.4
50,10,6,11.2
75,8,4,1.2
4,10,6,44.1
100,5,3,23.3
37,2,1,6.2
75,10,6,89.6
75,10,6,2.6
75,3,1,24.4
0,10,6,34.6
75,10,6,5.4
75,10,6,11.5
0,10,6,28.9
0,10,6,25
50,10,6,6.4
50,10,6,6.1
25,10,6,1.5
75,10,6,5.2
75,10,6,0.7
25,10,6,3.4
75,10,6,2.1
37,10,6,37
0,10,6,37.2
37,10,6,2.3
0,10,6,31.4
8,10,6,0.7
0,3.2,1,283.3
25,4.5,2,785.8
50,10,6,32.2
25,8,4,27.8
25,10,6,4.4
0,10,6,22.3
0,10,6,37.2
25,10,6,17.8
75,10,6,6.4
0,10,6,22.8
0,9,5,9.4
75,10,6,6.7
52,10,6,0.5
0,10,6,41.8
89,10,6,8.7
40,2,1,20.2
0,10,6,15.6
0,10,6,21.6
10,10,6,52.2
75,10,6,0.7
100,10,6,2.4
0,10,6,11.9
0,10,6,12
0,10,6,4.3
25,10,6,3
8,10,6,5.9
25,10,6,51.8
80,10,6,1
50,10,6,7.4
0,10,6,19
100,24,14,1.1
47,10,6,35
50,10,6,4.2
25,16,9,12.2
100,24,14,0.5
74,10,6,1
0,10,6,15.5
75,10,6,0.9
0,10,6,12.1
0,5,3,11.2
75,10,6,22.4
56,10,6,3.3
0,10,6,9.9
50,10,6,18.5
75,7,4,106.2
0,10,6,3.9
0,10,6,1.2
25,10,6,2.9
0,10,6,14
50,10,6,10.8
9,10,6,28.8
50,10,6,21
100,2,1,3.7
0,10,6,59.4
0,10,6,72.9
75,14,8,3.5
70,9,5,25.3
37,10,6,9.7
50,10,6,5.6
27,10,6,4.9
68,10,6,5.8
25,8,4,151.3
0,10,6,28.2
0,10,6,5.2
0,10,6,48
0,10,6,10
0,10,6,28.8
50,10,6,34.7
25,10,6,4.5
50,10,6,1.5
6,10,6,1.8
50,10,6,1
0,10,6,30.5
0,10,6,5.2
0,10,6,24.8
25,10,6,23.5
0,10,6,23.3
50,10,6,2.4
79,10,6,1.6
50,10,6,19.6
0,10,6,19.9
0,10,6,39.5
75,10,6,1.1
82,10,6,5.7
0,10,6,10.3
0,10,6,43.8
74,10,6,5.8
0,10,6,23.8
50,8,4,1.6
9,10,6,63.6
25,10,6,3
0,5,3,32.8
0,10,6,32
0,10,6,23.7
100,7,4,11
0,10,6,4.6
25,10,6,16.9
0,10,6,3.8
13,10,6,13.6
100,10,6,3
25,10,6,1.5
50,10,6,19.9
75,10,6,46
0,10,6,10.3
75,10,6,0.7
74,10,6,19.4
5,10,6,15.6
0,10,6,47.1
100,10,6,4.2
100,16,9,0.5
75,10,6,10.3
0,10,6,14.7
75,10,6,3.2
50,10,6,26.2
50,10,6,67.4
0,10,6,33.4
19,10,6,12.2
7,10,6,14
5,10,6,14.7
0,10,6,14.4
75,10,6,7
10,10,6,12.8
25,10,6,11.4
25,10,6,4.1
0,10,6,2.5
37,10,6,8.3
0,10,6,3.3
0,10,6,31.5
0,10,6,9.6
50,10,6,3.4
0,10,6,64
77,10,6,73.5
25,10,6,2.7
0,10,6,10.2
0,10,6,9.2
85,10,6,0.7
50,8,4,12.1
28,10,6,4.8
6,10,6,3.1
0,10,6,14
0,10,6,14.8
15,10,6,24.9
75,9,5,10.2
75,10,6,17.4
25,10,6,69.6
5,10,6,62.1
6,10,6,1.7
25,10,6,27.9
50,9,5,117.7
54,2,1,28.1
75,24,14,6.4
25,6,3,7.6
0,8,4,50.1
0,10,6,81.4
0,10,6,21.4
47,10,6,12.8
2,10,6,2.3
0,8,4,12.2
50,10,6,26.9
0,10,6,64.1
75,9,5,17.3
0,10,6,9.4
0,10,6,12.5
0,8,4,12.2
25,10,6,5.9
0,10,6,17.6
62,10,6,2.1
50,10,6,11.2
80,10,6,32.2
0,10,6,25.6
25,10,6,28.9
25,10,6,0.9
0,10,6,32.1
25,10,6,6.4
0,10,6,16.8
25,10,6,114.3
75,10,6,1.9
50,10,6,7.3
0,10,6,6.2
75,10,6,5.1
75,10,6,8.6
0,10,6,27.9
0,10,6,18
44,10,6,16
50,10,6,3.8
25,10,6,2.4
75,10,6,2.4
56,10,6,0.5
25,10,6,3.9
25,10,6,4
37,10,6,25.7
0,10,6,45.4
37,10,6,0.7
0,10,6,23.4
20,10,6,1.1
0,3.2,1,435.6
50,5,3,853.1
0,10,6,22.1
0,10,6,36.2
0,10,6,3.6
0,10,6,21.9
0,10,6,45.4
25,10,6,4.3
50,10,6,8.4
0,8,4,21.2
0,10,6,4
75,10,6,6.1
29,10,6,0.5
0,10,6,38
45,10,6,3.4
74,10,6,24.1
25,10,6,9
0,10,6,21.2
5,10,6,32.9
75,10,6,1.4
100,0,0,3.1
75,10,6,9.9
0,10,6,18.3
0,10,6,4.6
25,10,6,4.1
6,10,6,4.1
25,9,5,76.7
85,10,6,1.1
0,10,6,13.2
0,10,6,20.7
100,24,14,0.5
6,10,6,40.7
75,10,6,3.4
0,10,6,7
100,16,9,0.5
59,10,6,1.8
0,10,6,30.4
0,10,6,4.4
0,10,6,10
0,5,3,11.3
0,10,6,4.7
100,7,4,8.7
0,10,6,12.7
50,10,6,18.9
75,7,4,172.2
0,10,6,3.6
75,10,6,0.5
25,10,6,4.1
0,10,6,63
25,10,6,18.7
50,10,6,77.2
0,10,6,14.6
75,2,1,1.1
0,10,6,51.4
78,10,6,31.2
60,10,6,2.8
89,10,6,25.5
50,10,6,24.9
50,10,6,5
10,10,6,9.2
42,10,6,6.4
75,6,3,119.7
0,10,6,25.7
0,10,6,4.1
0,10,6,75.2
0,10,6,12.3
0,10,6,14.9
50,10,6,26.1
25,10,6,5.5
25,10,6,1.3
18,10,6,2.8
25,10,6,2.7
0,10,6,30.4
0,10,6,6.9
0,10,6,35.2
50,10,6,30.4
0,10,6,22.1
75,10,6,4.6
75,10,6,1.3
75,10,6,13
0,10,6,19.2
0,10,6,51.5
50,10,6,0.6
22,10,6,5.8
0,10,6,90.6
75,10,6,53.4
78,10,6,2.7
0,9,5,22.3
75,10,6,1.5
6,10,6,38.3
0,10,6,2.8
100,8,4,2.6
50,10,6,21.3
0,10,6,25.8
75,10,6,10.7
16,10,6,3.2
25,10,6,12
0,10,6,4.3
0,10,6,16.4
50,10,6,1.7
25,10,6,2
50,10,6,14
50,10,6,17.4
0,10,6,8.1
75,10,6,1
7,10,6,37.5
7,10,6,9.7
0,10,6,51.4
0,10,6,6.6
100,14,8,0.5
75,10,6,2.9
0,10,6,8.3
50,10,6,2.4
71,10,6,28.7
0,6,3,160.8
0,10,6,30.8
8,10,6,14.8
17,10,6,16.5
0,10,6,11.2
25,10,6,13.8
25,10,6,9.9
0,10,6,4.4
0,10,6,10.6
50,10,6,6.2
0,10,6,6.7
0,10,6,4.3
0,10,6,4.8
0,10,6,3.6
0,10,6,6.3
50,10,6,4.4
0,10,6,64
73,10,6,16.5
25,10,6,4.9
0,10,6,1.7
0,10,6,5.2
50,10,6,0.7
50,10,6,8
38,10,6,3.4
87,10,6,11.4
25,10,6,21.9
0,10,6,6.2
8,10,6,7.4
75,10,6,5.4
0,10,6,13.1
0,10,6,136.9
4,10,6,39.5
7,10,6,5.6
0,10,6,15
50,9,5,47.6
62,2,1,13.7
75,24,14,13
0,8,4,0.5
25,6,3,63.7
0,10,6,102.7
0,10,6,36.2
48,10,6,16.6
80,10,6,4
50,6,3,82.8
75,10,6,23.2
0,10,6,24.4
75,8,4,3.3
25,10,6,6.4
0,10,6,16.7
50,6,3,82.8
25,10,6,1.6
3,10,6,13.1
50,10,6,1.9
75,10,6,2
76,9,5,12
0,6,3,7.1
50,10,6,19
25,10,6,3
3,10,6,35.8
75,10,6,1
0,10,6,9.1
50,10,6,44.4
50,10,6,1.7
0,10,6,1.9
0,10,6,93.2
50,10,6,5.9
75,10,6,20.6
100,10,6,20.4
0,10,6,3.5
100,10,6,17
25,10,6,9.7
50,10,6,2.5
25,10,6,8
75,3,1,1.2
25,9,5,5.3
25,10,6,2.8
0,9,5,24.2
0,10,6,39.2
37,10,6,0.7
0,10,6,6.4
100,10,6,0.5
0,2.2,1,136.9
25,6,3,453.9
25,10,6,14.1
50,9,5,26.9
75,10,6,2.5
0,10,6,12.2
0,10,6,39.2
50,10,6,16.7
75,10,6,10.8
0,7,4,7.6
0,4.5,2,8
75,10,6,5.3
79,5,3,0.5
0,10,6,38.9
46,10,6,2.1
83,10,6,11
0,10,6,3.5
75,5,3,4.6
10,10,6,7.8
75,5,3,0.8
75,9,5,7.9
25,10,6,8.9
50,10,6,2.6
0,10,6,9.1
50,10,6,6.6
1,10,6,6.1
25,6,3,137.5
73,10,6,0.9
25,10,6,22.4
0,10,6,354.4
100,24,14,0.5
0,10,6,58.9
50,10,6,2.6
75,13,8,19.6
100,24,14,0.5
94,10,6,2.4
0,10,6,23.3
0,10,6,2.9
25,10,6,14.5
0,5,3,16.1
0,10,6,6.1
91,10,6,1.2
0,10,6,9.8
75,10,6,7.6
75,7,4,67.3
25,10,6,8
0,10,6,0.8
50,10,6,2.6
0,10,6,61.6
61,10,6,14.9
5,10,6,7.3
50,10,6,13.9
75,10,6,0.5
0,10,6,40.5
0,10,6,46.4
75,21,13,2.7
23,10,6,13.3
50,10,6,5
75,10,6,3.7
46,10,6,3.9
69,10,6,7.5
75,9,5,113.9
0,10,6,2.4
0,10,6,13.1
0,10,6,83.4
0,10,6,40.7
0,10,6,10.8
25,10,6,33.6
25,10,6,5.5
75,10,6,1.7
65,10,6,2.3
50,10,6,0.9
0,10,6,29.7
0,10,6,5.9
0,10,6,38.4
50,10,6,16.4
0,10,6,11.4
25,10,6,4.7
74,10,6,1.2
75,10,6,12.4
0,10,6,4.4
25,10,6,25.3
50,10,6,2.8
20,10,6,11.1
0,10,6,18.3
0,10,6,11.1
89,10,6,3.2
0,10,6,20.4
25,10,6,1.6
0,10,6,36.8
25,10,6,2.8
0,10,6,0.6
0,10,6,10.3
50,10,6,4.6
25,10,6,7.4
4,10,6,3.5
50,10,6,33.8
2,10,6,5.2
18,10,6,14.8
25,10,6,1.6
25,10,6,3.8
50,10,6,6.6
50,10,6,28.9
0,10,6,17
75,10,6,1.7
4,10,6,43.7
4,10,6,9.7
0,10,6,81.6
100,10,6,6.4
0,16,9,0.6
0,10,6,3.7
0,10,6,5.7
75,10,6,3.5
75,10,6,7.9
25,2.7,1,292.8
0,10,6,23.5
3,10,6,13.7
8,10,6,22.5
5,10,6,13.1
0,10,6,7.4
0,10,6,9.3
2,10,6,5.2
75,10,6,12.4
25,10,6,4
0,10,6,12.4
37,10,6,8
75,10,6,1.8
0,10,6,6
0,10,6,17
75,10,6,4.9
0,10,6,30
29,10,6,7.1
50,10,6,3
0,10,6,1.1
0,10,6,9.9
50,10,6,1.9
50,10,6,9
58,10,6,3.8
88,10,6,2.8
0,10,6,4.3
0,10,6,15.4
6,10,6,11.4
75,9,5,2.4
25,10,6,10.9
25,10,6,26.5
3,10,6,31
11,10,6,4.6
25,10,6,19.9
50,9,5,30.4
75,9,5,17.8
75,24,14,7.1
25,8,4,5.9
25,8,4,9.9
75,8,4,26.9
0,10,6,115.5
47,10,6,8.3
8,10,6,3.6
25,7,4,18.1
75,10,6,13.3
0,10,6,12.7
75,9,5,1.5
25,10,6,7.2
0,10,6,10.6
25,7,4,18.1
75,8,4,4.9
0,10,6,14.9
62,10,6,2
75,10,6,3
87,10,6,41.2
0,6,3,11.1
50,10,6,28.6
50,10,6,1.7
0,10,6,26.5
75,10,6,0.5
100,10,6,2
50,10,6,26.2
50,10,6,2.3
75,10,6,1.1
0,10,6,69.3
50,10,6,5.2
50,10,6,35.2
100,10,6,24
100,10,6,11.1
100,8,4,7
25,10,6,23.6
25,10,6,3.1
62,10,6,4
50,10,6,1
50,6,3,27.3
25,10,6,3.2
75,8,4,29.3
0,10,6,51.7
37,10,6,0.7
0,10,6,6.4
100,10,6,1.1
0,3,1,151.6
50,7,4,671.2
0,10,6,25.9
75,10,6,16.9
75,10,6,5.8
50,10,6,6.8
0,10,6,51.7
62,10,6,28.5
50,10,6,11.6
0,7,4,5
50,5,3,30.3
75,10,6,11.6
67,10,6,0.5
0,10,6,41.8
6,10,6,4.8
16,10,6,15.8
0,10,6,2.4
75,10,6,3.3
0,10,6,14.1
50,10,6,1.1
100,0,0,9.9
0,10,6,20.6
0,10,6,1.4
0,10,6,21.9
75,10,6,40.6
0,10,6,2.8
25,6,3,144.4
88,10,6,0.8
25,10,6,24.3
25,8,4,65.7
75,24,14,0.5
36,10,6,95.9
50,10,6,6.9
75,13,8,21.1
75,24,14,0.5
5,10,6,0.9
0,10,6,38.6
75,10,6,0.8
0,10,6,3.7
0,5,3,17
75,10,6,4.9
100,10,6,1.8
0,10,6,6.5
75,10,6,17
75,6,3,34.4
50,10,6,11.3
75,10,6,7.6
50,10,6,3.1
0,10,6,13
0,10,6,7.2
3,10,6,16.4
0,10,6,4.8
0,2,1,1.7
0,10,6,31.1
3,10,6,76.4
86,9,5,1.3
72,9,5,13.6
50,8,4,2.7
75,10,6,4.3
7,10,6,8
14,10,6,7.5
100,7,4,42.7
0,10,6,6.1
0,10,6,22
0,10,6,83.4
75,10,6,2.1
0,10,6,2
50,10,6,12.3
25,10,6,5.5
50,10,6,1.7
50,10,6,4.7
75,10,6,7
0,10,6,23.8
0,10,6,11
0,10,6,32.8
25,10,6,18.6
0,10,6,6
50,10,6,4.6
75,10,6,2.6
75,10,6,15.4
0,10,6,4.8
0,10,6,36.3
25,10,6,2.3
19,10,6,5.1
0,10,6,7.3
0,10,6,27.1
2,10,6,1.7
0,8,4,21.6
75,9,5,2.6
5,10,6,51.4
4,10,6,4.1
0,10,6,1.1
0,9,5,28.3
75,10,6,3
0,9,5,5.2
4,10,6,2.9
25,10,6,123.3
9,10,6,6.4
10,10,6,5.1
50,10,6,5
25,10,6,5.5
50,10,6,9.9
75,10,6,3.4
0,10,6,17.7
75,10,6,0.5
25,9,5,34.3
38,10,6,1.5
0,10,6,49.4
25,10,6,6.3
0,16,9,1.5
25,10,6,5.1
0,10,6,10.2
50,10,6,4.4
0,10,6,16.1
0,4.2,2,141.3
0,10,6,28.1
19,10,6,14.3
3,10,6,16.4
0,10,6,20.3
0,10,6,7.7
25,10,6,9.5
3,10,6,7.5
75,10,6,11.6
50,10,6,2.2
0,10,6,3.8
50,10,6,1.2
50,10,6,4.9
0,10,6,19.7
0,8,4,24.4
100,10,6,1
0,10,6,37.3
85,10,6,6
25,10,6,3.3
0,10,6,7.4
0,10,6,8.8
25,10,6,1.2
50,10,6,15.6
67,2,1,3.9
4,10,6,3.5
0,10,6,13.3
0,10,6,2.3
10,10,6,11.2
75,10,6,3.8
100,10,6,9.3
25,10,6,31.3
4,10,6,48.6
83,10,6,3.8
25,10,6,44.9
75,9,5,34.6
51,2,1,26.9
75,24,14,11.2
0,8,4,8.5
0,2.2,1,125.1
75,10,6,11.3
0,10,6,287.6
10,10,6,9
4,10,6,2.6
0,7,4,51.9
25,10,6,24.2
0,10,6,9.3
50,9,5,1.7
50,10,6,9.2
0,10,6,18.6
0,7,4,51.9
75,5,3,11.4
25,10,6,11.6
75,2,1,3
75,10,6,1.7
80,9,5,8.8
0,6,3,18.4
50,10,6,11.6
25,10,6,1.7
0,10,6,26.2
75,10,6,1.5
8,10,6,6.6
25,10,6,25
75,10,6,4.8
50,10,6,1.5
0,10,6,8.4
75,9,5,5.7
50,10,6,32.9
37,10,6,2.8
0,10,6,20
75,10,6,6.5
25,10,6,14.9
25,10,6,3.5
25,10,6,3.1
75,10,6,1.8
50,6,3,7.7
25,10,6,5.4
0,9,5,21
0,10,6,42.7
37,8,4,0.5
0,10,6,43
100,10,6,0.5
0,3,1,81.3
25,7,4,142.2
0,10,6,19.5
100,10,6,23.2
25,10,6,2.4
75,10,6,6.9
0,10,6,42.7
52,10,6,30
25,10,6,9.8
75,6,3,8.6
0,10,6,9.4
25,10,6,11.7
72,9,5,0.7
0,10,6,35.4
12,10,6,13.3
72,10,6,30.4
100,10,6,2.8
75,8,4,3.2
2,10,6,29.9
78,10,6,2.3
92,9,5,6.4
0,10,6,11.1
75,10,6,7.3
0,10,6,17.8
75,10,6,3.7
37,10,6,9.4
25,5,3,206.3
58,10,6,0.8
25,8,4,10.8
25,8,4,70.6
75,24,14,0.5
2,10,6,96.6
75,10,6,3.8
62,11,6,6.8
50,24,14,0.5
15,10,6,1.3
0,10,6,36.9
50,10,6,0.8
0,10,6,7.3
50,5,3,16.8
0,10,6,5.4
100,0,0,4.3
0,10,6,13.6
50,10,6,3.3
75,7,4,204.5
0,7,4,11.1
50,6,3,0.7
25,10,6,2.6
25,9,5,17
89,9,5,7
51,10,6,62.5
0,10,6,13.1
50,10,6,1.8
0,10,6,58.2
0,10,6,85.5
75,16,9,1.5
26,10,6,9.7
50,10,6,6.3
75,10,6,3.8
12,10,6,12.6
56,10,6,8.2
100,9,5,19.1
0,10,6,20.8
0,10,6,12.3
0,10,6,38.9
0,10,6,6.7
0,10,6,2.2
75,7,4,36
25,10,6,2.6
75,10,6,2.5
76,9,5,2.5
75,10,6,9.3
0,10,6,16
0,10,6,9.9
0,10,6,35.7
0,10,6,32.7
0,10,6,32.3
50,10,6,6
75,10,6,5.5
75,9,5,109.6
0,10,6,11.2
0,10,6,26.7
50,10,6,0.9
13,10,6,3.8
0,10,6,5.3
0,10,6,61
87,10,6,6.2
0,10,6,22.2
75,9,5,2.2
5,10,6,50
50,10,6,5.2
0,10,6,2.1
0,10,6,22.3
0,10,6,4.5
0,10,6,7.3
0,10,6,2.5
25,10,6,56.1
6,10,6,4.1
11,10,6,10.9
75,10,6,4.7
25,10,6,3.7
25,10,6,20.6
75,10,6,12.4
50,10,6,17.6
75,10,6,1.5
25,10,6,62
3,10,6,4.3
0,10,6,29.1
100,5,3,25.4
100,16,9,7.7
0,10,6,2.7
0,10,6,17.6
75,10,6,6.9
0,9,5,100.2
0,5,3,89.3
0,10,6,25.8
4,10,6,6
11,10,6,8.4
0,10,6,11.3
0,10,6,13.6
25,8,4,23.4
42,10,6,6.9
75,9,5,10.5
75,10,6,1.8
0,10,6,5.9
25,6,3,0.6
100,10,6,2.3
0,10,6,17.7
25,10,6,2.7
75,10,6,4.6
0,10,6,40.7
88,10,6,4
50,10,6,4.1
0,10,6,10.6
0,10,6,3.1
25,10,6,1.9
45,10,6,13.3
100,0,0,2.5
2,10,6,2.7
0,10,6,12.7
0,10,6,18.6
22,10,6,41.5
75,9,5,9.9
0,10,6,29.8
25,10,6,48
0,10,6,61.1
0,10,6,2.2
0,10,6,44.6
50,10,6,34.2
77,2,1,36
25,24,14,17.7
13,10,6,1
0,3,1,480.7
50,10,6,56
0,10,6,47.2
2,10,6,7.9
71,10,6,7.4
84,10,6,7.5
50,10,6,15.8
0,10,6,22.5
50,9,5,6.8
25,10,6,7.4
75,10,6,2
85,9,5,7.5
25,10,6,2.9
50,10,6,5.6
50,10,6,4
75,10,6,3.5
72,10,6,26.1
0,6,3,19
37,10,6,12
64,10,6,1.7
3,10,6,22.2
75,8,4,1.9
0,10,6,12.3
75,10,6,16.7
75,10,6,3.9
75,10,6,65.3
75,10,6,4.4
50,10,6,4.6
50,10,6,16.1
0,10,6,5.3
25,10,6,1.7
75,10,6,7.5
25,10,6,4.8
50,10,6,5.3
50,10,6,3.7
50,10,6,0.9
25,10,6,3.3
25,10,6,2.8
75,10,6,27.4
0,10,6,73.7
75,6,3,0.8
0,10,6,28
90,10,6,0.6
0,3,1,151.3
25,6,3,717
25,10,6,12.4
100,10,6,22.3
50,10,6,3.4
25,10,6,16.3
0,10,6,73.7
50,10,6,29
100,8,4,14.2
0,7,4,11.8
0,5,3,11
0,10,6,6.7
86,9,5,0.5
0,10,6,58.4
0,10,6,8.5
42,2,1,26.1
50,10,6,18.9
75,8,4,7.1
