latitude,longitude,temperature_fahrenheit,wind_mph
51.7,94.45,38.1,2.9
43.73,7.42,68.0,8.1
47.92,106.92,35.6,9.4
42.44,19.26,69.8,11.9
34.03,-6.84,68.0,2.2
-25.97,32.59,73.4,8.1
16.78,94.73,76.7,4.9
-22.57,17.08,77.0,3.8
39.55,27.62,66.2,11.9
27.72,85.32,68.0,3.8
52.37,4.89,62.6,16.1
-41.3,174.78,51.8,16.1
12.15,-86.27,84.2,9.4
13.52,2.12,93.2,3.8
9.18,7.18,73.4,6.9
39.02,125.75,51.7,3.4
42.0,21.43,62.6,12.5
59.92,10.75,44.6,36.7
23.61,58.59,87.8,6.9
33.7,73.17,74.7,7.4
7.36,134.51,80.6,9.4
-11.18,-67.08,101.5,5.1
8.97,-79.53,86.0,3.8
-9.46,147.19,77.0,5.6
-21.55,-58.12,104.1,11.0
-12.05,-77.05,67.4,12.3
14.6,120.98,78.8,2.2
52.25,21.0,59.0,9.4
38.72,-9.13,75.2,3.8
25.29,51.53,89.6,15.0
44.43,26.1,59.0,4.3
55.75,37.62,37.4,16.1
-1.95,30.06,73.4,6.9
17.3,-62.72,87.8,12.5
14.0,-61.0,87.8,17.4
13.13,-61.22,84.0,17.9
-13.83,-171.73,82.4,9.4
43.93,12.45,62.6,2.5
51.27,4.55,59.0,8.1
24.64,46.77,84.2,3.8
14.67,-17.44,86.0,4.3
44.8,20.47,57.2,2.2
-4.62,55.45,80.6,15.0
8.49,-13.23,76.3,3.1
1.29,103.86,82.4,3.8
48.15,17.12,53.6,3.8
46.06,14.51,50.0,2.5
-9.43,159.95,80.9,2.2
2.07,45.37,78.7,14.5
-25.75,28.19,73.4,11.9
37.57,127.0,50.0,3.8
12.15,24.45,84.5,3.6
40.4,-3.68,73.4,4.3
6.93,79.85,77.0,3.8
15.59,32.53,99.2,6.5
5.83,-55.17,89.6,11.9
59.33,18.05,55.4,16.1
46.92,7.47,48.2,2.2
33.5,36.3,66.2,11.9
38.56,68.77,57.2,2.2
-6.18,35.75,67.7,10.7
13.75,100.52,80.6,4.3
-8.56,125.57,77.3,2.9
43.81,23.24,56.1,6.0
-21.13,-175.2,71.6,8.1
10.65,-61.52,77.0,8.1
36.8,10.18,71.6,4.3
39.93,32.86,53.6,2.2
37.95,58.38,60.8,2.2
-8.52,179.22,86.0,8.1
0.32,32.57,73.4,4.3
50.43,30.52,50.4,8.3
24.47,54.37,89.6,6.9
51.52,-0.11,62.6,8.1
46.6,-120.49,73.9,4.3
-34.86,-56.17,73.4,8.1
41.32,69.25,59.0,9.4
-17.73,168.32,73.4,3.8
10.5,-66.92,87.8,6.9
21.03,105.85,82.4,4.3
15.35,44.21,60.0,5.8
-15.42,28.28,79.2,9.6
-17.82,31.04,72.4,9.6
34.52,69.18,56.3,2.2
41.33,19.82,59.0,2.2
36.76,3.05,73.4,6.9
42.5,1.52,49.6,2.2
-8.84,13.23,75.2,6.9
17.12,-61.85,86.0,5.6
-34.59,-58.67,71.6,10.5
40.18,44.51,50.0,2.2
-35.28,149.22,42.8,2.2
48.2,16.37,69.8,24.2
40.4,49.88,62.6,2.2
25.08,-77.35,86.0,87.7
26.24,50.58,89.6,8.1
23.72,90.41,76.7,5.6
13.1,-59.62,86.0,10.5
53.9,27.57,44.6,21.7
50.83,4.33,66.2,15.0
17.25,-88.77,91.4,9.4
6.48,2.62,80.6,5.6
27.48,89.6,48.6,2.2
-19.04,-65.26,65.4,17.0
43.85,18.38,48.2,2.2
-24.65,25.91,73.4,4.3
-2.08,-58.17,100.8,5.4
4.88,114.93,77.0,2.5
42.68,23.32,53.6,4.3
12.37,-1.52,86.0,5.6
-3.38,29.36,74.2,2.2
-24.37,46.45,72.9,6.7
14.93,-23.51,84.2,5.6
11.55,104.92,82.4,2.2
5.47,10.42,62.2,2.5
45.42,-75.7,51.8,9.4
4.37,18.58,72.0,2.7
12.11,15.05,84.2,2.2
-33.45,-70.67,71.6,2.2
39.93,116.39,57.2,4.3
43.32,24.7,58.0,8.3
-11.7,43.24,70.6,2.2
-4.26,15.28,82.4,13.6
9.97,-84.08,75.2,5.6
45.8,16.0,55.4,2.5
23.13,-82.36,87.8,6.9
35.17,33.37,71.6,9.4
50.08,14.47,62.6,15.0
-4.3,15.3,82.4,13.6
55.67,12.58,51.8,12.5
11.6,43.15,87.9,4.5
15.3,-61.4,89.6,4.3
18.47,-69.9,86.0,4.3
-0.22,-78.5,59.6,3.4
30.05,31.25,77.0,10.5
13.71,-89.2,89.6,5.6
3.75,8.78,77.4,6.7
15.33,38.93,72.4,6.3
59.43,24.73,42.8,25.5
-26.32,31.13,67.9,3.6
9.03,38.7,64.4,11.9
-18.13,178.42,69.8,4.3
60.18,24.93,37.4,25.5
48.87,2.33,60.8,2.2
0.38,9.45,80.6,5.6
13.45,-16.58,84.2,2.2
41.73,44.79,59.0,17.4
52.52,13.4,53.6,9.4
5.55,-0.22,80.6,15.0
37.98,23.72,69.8,5.6
12.05,-61.75,87.8,12.5
14.62,-90.53,70.8,11.9
9.51,-13.71,79.4,7.2
11.85,-15.58,82.4,5.6
6.8,-58.17,91.4,16.1
18.54,-72.34,89.6,15.0
41.9,12.45,69.8,3.8
14.1,-87.22,87.8,6.9
47.5,19.08,64.4,6.9
63.83,-20.4,43.7,10.1
28.6,77.2,82.4,3.8
-6.21,106.85,80.6,4.3
35.73,51.33,69.8,4.3
33.34,44.39,80.6,4.3
53.33,-6.25,68.0,2.2
31.78,35.23,77.0,2.2
41.9,12.48,69.8,3.8
17.97,-76.75,89.6,8.1
35.69,139.69,64.4,13.6
31.95,35.93,71.6,2.2
51.18,71.43,39.2,9.4
-1.28,36.82,66.2,2.2
-0.88,169.53,84.6,5.4
29.37,47.96,89.5,9.2
42.87,74.6,50.0,2.9
-8.18,114.32,69.3,2.7
56.95,24.1,42.8,5.6
33.87,35.51,80.6,5.6
-29.32,27.48,66.9,6.5
6.31,-10.8,78.8,2.2
18.78,100.78,73.3,2.2
47.13,9.52,53.6,2.2
54.68,25.32,44.6,11.9
49.61,6.13,57.2,8.1
-18.92,47.52,55.4,10.5
-13.98,33.78,75.3,4.5
3.17,101.7,77.0,2.2
6.15,73.27,82.2,6.9
12.65,-8.0,73.4,10.5
35.9,14.51,69.8,2.2
7.1,171.38,84.2,3.8
18.09,-15.98,80.9,6.5
-20.16,57.5,73.4,6.9
19.43,-99.13,69.8,17.4
6.92,158.15,78.8,2.2
51.7,94.45,39.6,2.2
43.73,7.42,68.0,9.4
47.92,106.92,23.0,2.2
42.44,19.26,60.8,2.2
34.03,-6.84,64.4,2.2
-25.97,32.59,77.0,3.8
16.78,94.73,76.5,5.4
-22.57,17.08,75.2,4.3
39.55,27.62,64.4,5.6
27.72,85.32,68.0,2.2
52.37,4.89,66.2,12.5
-41.3,174.78,51.8,15.0
12.15,-86.27,93.2,6.9
13.52,2.12,89.6,8.1
9.18,7.18,77.0,3.8
39.02,125.75,56.8,4.9
42.0,21.43,51.8,2.2
59.92,10.75,46.4,20.6
23.61,58.59,84.2,3.8
33.7,73.17,75.0,7.2
7.36,134.51,80.6,8.1
-11.18,-67.08,96.6,4.7
8.97,-79.53,86.0,4.3
-9.46,147.19,77.0,11.9
-21.55,-58.12,88.3,14.3
-12.05,-77.05,67.5,12.1
14.6,120.98,78.8,2.2
52.25,21.0,51.8,8.1
38.72,-9.13,71.6,4.3
25.29,51.53,87.8,11.9
44.43,26.1,62.6,5.6
55.75,37.62,44.6,24.2
-1.95,30.06,69.8,6.9
17.3,-62.72,87.8,11.9
14.0,-61.0,86.0,8.1
13.13,-61.22,84.4,14.8
-13.83,-171.73,86.0,9.4
43.93,12.45,60.8,2.2
51.27,4.55,64.4,9.4
24.64,46.77,86.0,2.5
14.67,-17.44,80.6,26.6
44.8,20.47,59.0,8.1
-4.62,55.45,80.6,16.1
8.49,-13.23,80.6,6.9
1.29,103.86,82.4,5.6
48.15,17.12,69.8,17.4
46.06,14.51,59.0,2.2
-9.43,159.95,75.2,3.8
2.07,45.37,78.6,14.5
-25.75,28.19,77.0,4.3
37.57,127.0,55.4,3.8
12.15,24.45,86.5,7.6
40.4,-3.68,73.4,4.3
6.93,79.85,78.8,6.9
15.59,32.53,100.5,10.3
5.83,-55.17,82.4,9.4
59.33,18.05,41.0,17.4
46.92,7.47,53.6,6.9
33.5,36.3,71.6,6.9
38.56,68.77,57.2,2.2
-6.18,35.75,70.1,11.4
13.75,100.52,78.8,2.2
-8.56,125.57,77.0,3.4
43.81,23.24,62.5,10.7
-21.13,-175.2,75.2,10.5
10.65,-61.52,86.0,10.5
36.8,10.18,68.0,2.2
39.93,32.86,48.2,2.2
37.95,58.38,60.8,4.3
-8.52,179.22,82.4,11.9
0.32,32.57,70.0,2.5
50.43,30.52,55.4,13.2
24.47,54.37,91.4,3.8
51.52,-0.11,62.6,5.6
46.6,-120.49,77.0,2.2
-34.86,-56.17,64.4,8.1
41.32,69.25,59.0,4.3
-17.73,168.32,77.0,6.9
10.5,-66.92,87.8,4.3
21.03,105.85,75.2,2.5
15.35,44.21,59.3,8.3
-15.42,28.28,79.5,5.8
-17.82,31.04,74.4,7.4
34.52,69.18,51.8,2.2
41.33,19.82,60.8,3.8
36.76,3.05,71.6,4.3
42.5,1.52,47.8,2.2
-8.84,13.23,77.0,5.6
17.12,-61.85,84.2,10.5
-34.59,-58.67,80.6,9.4
40.18,44.51,59.0,6.9
-35.28,149.22,41.0,2.2
48.2,16.37,53.6,6.9
40.4,49.88,69.8,20.6
25.08,-77.35,89.6,8.1
26.24,50.58,89.6,6.9
23.72,90.41,77.8,5.6
13.1,-59.62,86.0,13.6
53.9,27.57,39.2,18.6
50.83,4.33,60.8,6.9
17.25,-88.77,89.6,5.6
6.48,2.62,80.6,10.5
27.48,89.6,48.3,2.2
-19.04,-65.26,64.3,14.5
43.85,18.38,59.0,2.2
-24.65,25.91,78.8,8.1
-2.08,-58.17,104.7,2.9
4.88,114.93,78.8,2.5
42.68,23.32,66.2,9.4
12.37,-1.52,82.4,3.8
-3.38,29.36,72.8,2.9
-24.37,46.45,71.5,2.2
14.93,-23.51,86.0,2.5
11.55,104.92,78.8,3.8
5.47,10.42,60.9,2.2
45.42,-75.7,50.0,17.4
4.37,18.58,77.0,2.2
12.11,15.05,86.0,3.8
-33.45,-70.67,77.0,10.5
39.93,116.39,55.4,4.3
43.32,24.7,55.2,12.8
-11.7,43.24,71.5,3.1
-4.26,15.28,84.2,6.9
9.97,-84.08,77.0,11.9
45.8,16.0,55.4,5.6
23.13,-82.36,86.0,6.9
35.17,33.37,73.4,6.9
50.08,14.47,50.0,5.6
-4.3,15.3,84.2,6.9
55.67,12.58,44.6,4.3
11.6,43.15,85.0,7.6
15.3,-61.4,89.6,2.5
18.47,-69.9,87.8,9.4
-0.22,-78.5,59.6,2.9
30.05,31.25,78.8,16.1
13.71,-89.2,89.6,6.9
3.75,8.78,77.0,5.6
15.33,38.93,71.7,5.1
59.43,24.73,42.8,13.6
-26.32,31.13,52.9,4.3
9.03,38.7,64.4,11.9
-18.13,178.42,73.4,2.2
60.18,24.93,35.6,10.5
48.87,2.33,60.8,4.3
0.38,9.45,77.0,3.8
13.45,-16.58,84.2,2.2
41.73,44.79,55.4,4.3
52.52,13.4,50.0,5.6
5.55,-0.22,80.6,11.9
37.98,23.72,68.0,2.2
12.05,-61.75,87.8,13.6
14.62,-90.53,78.8,6.9
9.51,-13.71,84.2,9.4
11.85,-15.58,80.7,7.2
6.8,-58.17,93.2,11.9
18.54,-72.34,89.6,10.5
41.9,12.45,71.6,2.5
14.1,-87.22,84.2,9.4
47.5,19.08,50.0,8.1
63.83,-20.4,45.9,15.9
28.6,77.2,82.4,2.2
-6.21,106.85,77.0,5.6
35.73,51.33,68.0,2.2
33.34,44.39,78.8,2.2
53.33,-6.25,62.6,9.4
31.78,35.23,75.2,2.2
41.9,12.48,71.6,2.5
17.97,-76.75,91.4,16.1
35.69,139.69,59.0,16.1
31.95,35.93,69.8,2.2
51.18,71.43,46.4,13.6
-1.28,36.82,68.0,11.9
-0.88,169.53,84.8,11.2
29.37,47.96,87.8,12.3
42.87,74.6,53.3,5.6
-8.18,114.32,71.2,2.5
56.95,24.1,48.2,16.1
33.87,35.51,77.0,2.2
-29.32,27.48,64.3,6.0
6.31,-10.8,77.1,9.6
18.78,100.78,73.0,2.2
47.13,9.52,57.2,2.5
54.68,25.32,39.2,15.0
49.61,6.13,59.0,8.1
-18.92,47.52,60.8,6.9
-13.98,33.78,76.7,3.4
3.17,101.7,80.6,2.2
6.15,73.27,80.9,5.4
12.65,-8.0,84.2,3.8
35.9,14.51,69.8,3.8
7.1,171.38,82.4,13.6
18.09,-15.98,80.3,11.0
-20.16,57.5,71.6,2.2
19.43,-99.13,66.2,23.0
6.92,158.15,82.4,15.4
51.7,94.45,43.7,2.9
43.73,7.42,69.8,8.1
47.92,106.92,23.0,2.2
42.44,19.26,64.4,3.8
34.03,-6.84,62.6,2.2
-25.97,32.59,66.2,10.5
16.78,94.73,76.8,4.3
-22.57,17.08,77.0,6.9
39.55,27.62,62.6,4.3
27.72,85.32,64.4,2.2
52.37,4.89,57.2,3.8
-41.3,174.78,51.8,10.5
12.15,-86.27,95.0,4.3
13.52,2.12,93.2,20.6
9.18,7.18,78.8,2.2
39.02,125.75,57.3,4.3
42.0,21.43,69.8,10.5
59.92,10.75,48.2,10.5
23.61,58.59,84.2,2.2
33.7,73.17,75.9,7.8
7.36,134.51,78.8,6.9
-11.18,-67.08,81.9,2.9
8.97,-79.53,80.6,3.8
-9.46,147.19,73.4,5.6
-21.55,-58.12,67.7,4.0
-12.05,-77.05,67.0,9.8
14.6,120.98,80.6,2.5
52.25,21.0,39.2,8.1
38.72,-9.13,78.8,2.2
25.29,51.53,87.8,4.3
44.43,26.1,51.8,13.6
55.75,37.62,33.8,16.1
-1.95,30.06,73.4,4.3
17.3,-62.72,86.0,6.9
14.0,-61.0,87.8,8.1
13.13,-61.22,84.3,13.4
-13.83,-171.73,86.0,2.2
43.93,12.45,66.2,4.3
51.27,4.55,55.4,2.2
24.64,46.77,86.0,2.5
14.67,-17.44,84.2,4.3
44.8,20.47,59.0,6.9
-4.62,55.45,78.8,10.5
8.49,-13.23,78.1,9.2
1.29,103.86,82.4,6.9
48.15,17.12,50.0,6.9
46.06,14.51,60.8,10.5
-9.43,159.95,77.0,6.9
2.07,45.37,78.5,14.8
-25.75,28.19,71.6,11.9
37.57,127.0,59.0,3.8
12.15,24.45,85.2,6.5
40.4,-3.68,71.6,2.2
6.93,79.85,78.8,2.2
15.59,32.53,100.5,10.3
5.83,-55.17,83.7,11.4
59.33,18.05,42.8,8.1
46.92,7.47,55.4,5.6
33.5,36.3,73.4,16.1
38.56,68.77,55.4,4.3
-6.18,35.75,70.0,14.3
13.75,100.52,80.6,4.3
-8.56,125.57,76.8,2.2
43.81,23.24,59.2,13.4
-21.13,-175.2,69.8,8.1
10.65,-61.52,89.6,11.9
36.8,10.18,69.8,3.8
39.93,32.86,51.8,2.2
37.95,58.38,59.0,4.3
-8.52,179.22,86.0,2.2
0.32,32.57,67.3,2.2
50.43,30.52,43.4,18.6
24.47,54.37,89.6,3.8
51.52,-0.11,62.6,6.9
46.6,-120.49,75.0,2.2
-34.86,-56.17,75.2,6.9
41.32,69.25,59.0,6.9
-17.73,168.32,73.4,3.8
10.5,-66.92,89.6,5.6
21.03,105.85,77.0,5.6
15.35,44.21,58.9,5.4
-15.42,28.28,82.8,7.6
-17.82,31.04,77.7,13.9
34.52,69.18,52.2,2.2
41.33,19.82,60.8,3.8
36.76,3.05,69.8,2.2
42.5,1.52,53.0,2.2
-8.84,13.23,75.2,8.1
17.12,-61.85,84.2,6.9
-34.59,-58.67,84.2,12.5
40.18,44.51,57.2,3.8
-35.28,149.22,51.8,2.2
48.2,16.37,60.8,13.6
40.4,49.88,60.8,29.8
25.08,-77.35,87.8,4.3
26.24,50.58,87.8,6.9
23.72,90.41,78.8,2.5
13.1,-59.62,84.2,11.9
53.9,27.57,37.4,6.9
50.83,4.33,57.2,3.8
17.25,-88.77,89.6,5.6
6.48,2.62,80.6,9.4
27.48,89.6,49.1,2.2
-19.04,-65.26,71.9,17.2
43.85,18.38,55.4,4.3
-24.65,25.91,75.2,9.4
-2.08,-58.17,103.1,4.9
4.88,114.93,77.0,5.6
42.68,23.32,50.0,3.8
12.37,-1.52,75.2,9.4
-3.38,29.36,71.9,2.9
-24.37,46.45,70.3,2.2
14.93,-23.51,82.4,9.4
11.55,104.92,80.6,2.2
5.47,10.42,61.0,2.2
45.42,-75.7,48.2,12.5
4.37,18.58,71.6,4.3
12.11,15.05,84.2,6.9
-33.45,-70.67,77.0,16.1
39.93,116.39,50.0,4.3
43.32,24.7,58.9,4.9
-11.7,43.24,70.7,2.2
-4.26,15.28,75.2,6.9
9.97,-84.08,75.2,12.5
45.8,16.0,60.8,2.2
23.13,-82.36,89.6,10.5
35.17,33.37,71.6,6.9
50.08,14.47,57.2,8.1
-4.3,15.3,75.2,4.3
55.67,12.58,51.8,3.8
11.6,43.15,83.3,10.5
15.3,-61.4,87.8,9.4
18.47,-69.9,87.8,6.9
-0.22,-78.5,64.7,6.0
30.05,31.25,77.0,6.9
13.71,-89.2,80.6,9.4
3.75,8.78,78.8,8.1
15.33,38.93,71.0,6.5
59.43,24.73,41.0,5.6
-26.32,31.13,56.5,2.2
9.03,38.7,60.8,2.2
-18.13,178.42,75.2,8.1
60.18,24.93,32.0,2.2
48.87,2.33,59.0,2.5
0.38,9.45,80.6,6.9
13.45,-16.58,80.6,2.2
41.73,44.79,51.8,34.9
52.52,13.4,50.0,5.6
5.55,-0.22,80.6,4.3
37.98,23.72,68.0,2.2
12.05,-61.75,87.8,12.5
14.62,-90.53,72.1,6.9
9.51,-13.71,77.0,4.3
11.85,-15.58,80.5,8.3
6.8,-58.17,89.6,13.6
18.54,-72.34,91.4,6.9
41.9,12.45,68.0,4.3
14.1,-87.22,86.0,4.3
47.5,19.08,46.4,4.3
63.83,-20.4,40.7,25.1
28.6,77.2,82.4,2.2
-6.21,106.85,84.2,5.6
35.73,51.33,77.0,13.6
33.34,44.39,80.6,2.2
53.33,-6.25,62.6,4.3
31.78,35.23,75.2,2.2
41.9,12.48,68.0,4.3
17.97,-76.75,80.6,23.0
35.69,139.69,64.4,4.3
31.95,35.93,77.0,10.5
51.18,71.43,46.4,11.9
-1.28,36.82,69.8,17.4
-0.88,169.53,84.5,8.9
29.37,47.96,87.8,11.4
42.87,74.6,58.2,5.6
-8.18,114.32,68.6,2.5
56.95,24.1,41.0,3.8
33.87,35.51,77.0,2.2
-29.32,27.48,69.0,7.2
6.31,-10.8,75.5,2.2
18.78,100.78,71.4,2.2
47.13,9.52,57.2,2.5
54.68,25.32,39.2,4.3
49.61,6.13,59.0,6.9
-18.92,47.52,57.2,8.1
-13.98,33.78,78.1,7.8
3.17,101.7,78.8,2.2
6.15,73.27,82.1,2.2
12.65,-8.0,82.4,4.3
35.9,14.51,71.6,5.6
7.1,171.38,82.4,2.2
18.09,-15.98,80.7,13.0
-20.16,57.5,69.8,4.3
19.43,-99.13,71.6,6.9
6.92,158.15,102.2,3.8
51.7,94.45,41.1,2.9
43.73,7.42,68.0,3.8
47.92,106.92,23.0,2.2
42.44,19.26,62.6,2.2
34.03,-6.84,60.8,3.8
-25.97,32.59,69.8,3.8
16.78,94.73,76.6,5.1
-22.57,17.08,77.0,3.8
39.55,27.62,55.4,4.3
27.72,85.32,66.2,2.2
52.37,4.89,62.6,4.3
-41.3,174.78,59.0,12.5
12.15,-86.27,84.2,11.9
13.52,2.12,91.4,2.5
9.18,7.18,80.6,4.3
39.02,125.75,50.2,3.4
42.0,21.43,53.6,2.2
59.92,10.75,51.8,20.6
23.61,58.59,84.2,3.8
33.7,73.17,70.7,5.1
7.36,134.51,78.8,16.1
-11.18,-67.08,98.7,2.7
8.97,-79.53,86.0,6.9
-9.46,147.19,77.0,2.2
-21.55,-58.12,80.2,5.4
-12.05,-77.05,67.9,7.8
14.6,120.98,82.4,3.8
52.25,21.0,37.4,2.2
38.72,-9.13,75.2,18.6
25.29,51.53,87.8,5.6
44.43,26.1,55.4,2.2
55.75,37.62,33.8,9.4
-1.95,30.06,69.8,8.1
17.3,-62.72,84.2,9.4
14.0,-61.0,87.8,9.4
13.13,-61.22,84.6,14.3
-13.83,-171.73,86.0,11.9
43.93,12.45,62.6,2.2
51.27,4.55,53.6,2.5
24.64,46.77,82.4,3.8
14.67,-17.44,84.2,4.3
44.8,20.47,62.6,5.6
-4.62,55.45,78.8,10.5
8.49,-13.23,75.9,2.2
1.29,103.86,80.6,5.6
48.15,17.12,59.0,5.6
46.06,14.51,57.2,2.2
-9.43,159.95,77.0,2.2
2.07,45.37,77.8,15.9
-25.75,28.19,68.0,6.9
37.57,127.0,51.8,2.2
12.15,24.45,86.9,2.2
40.4,-3.68,71.6,4.3
6.93,79.85,78.8,2.2
15.59,32.53,99.1,8.7
5.83,-55.17,93.2,6.9
59.33,18.05,33.8,2.2
46.92,7.47,57.2,2.2
33.5,36.3,68.0,6.9
38.56,68.77,57.2,2.2
-6.18,35.75,69.4,13.2
13.75,100.52,80.6,3.8
-8.56,125.57,76.4,2.2
43.81,23.24,60.4,5.6
-21.13,-175.2,75.2,5.6
10.65,-61.52,87.8,13.6
36.8,10.18,69.8,2.2
39.93,32.86,48.2,2.2
37.95,58.38,77.0,18.6
-8.52,179.22,86.0,15.0
0.32,32.57,71.6,5.6
50.43,30.52,41.4,7.6
24.47,54.37,87.8,2.5
51.52,-0.11,59.0,2.2
46.6,-120.49,69.8,2.2
-34.86,-56.17,77.0,8.1
41.32,69.25,57.2,9.4
-17.73,168.32,75.2,12.5
10.5,-66.92,87.8,11.9
21.03,105.85,77.0,3.8
15.35,44.21,60.5,6.7
-15.42,28.28,77.9,10.3
-17.82,31.04,68.3,9.4
34.52,69.18,50.4,2.2
41.33,19.82,60.8,3.8
36.76,3.05,69.8,4.3
42.5,1.52,52.1,2.2
-8.84,13.23,77.0,5.6
17.12,-61.85,84.2,6.9
-34.59,-58.67,84.2,13.6
40.18,44.51,53.6,5.6
-35.28,149.22,48.2,2.2
48.2,16.37,60.8,4.3
40.4,49.88,59.0,6.9
25.08,-77.35,87.8,8.1
26.24,50.58,86.0,3.8
23.72,90.41,81.0,4.0
13.1,-59.62,84.2,11.9
53.9,27.57,32.0,2.2
50.83,4.33,66.2,11.9
17.25,-88.77,89.6,6.9
6.48,2.62,82.4,9.4
27.48,89.6,44.4,3.6
-19.04,-65.26,78.8,19.5
43.85,18.38,59.0,2.2
-24.65,25.91,68.0,10.5
-2.08,-58.17,101.3,3.4
4.88,114.93,75.2,2.5
42.68,23.32,53.6,2.2
12.37,-1.52,80.6,2.2
-3.38,29.36,71.4,2.2
-24.37,46.45,72.9,4.0
14.93,-23.51,82.4,4.3
11.55,104.92,80.6,2.2
5.47,10.42,61.9,2.2
45.42,-75.7,51.8,12.5
4.37,18.58,71.1,2.9
12.11,15.05,86.0,4.3
-33.45,-70.67,59.0,15.0
39.93,116.39,46.4,4.3
43.32,24.7,56.7,2.2
-11.7,43.24,71.0,2.2
-4.26,15.28,82.0,7.2
9.97,-84.08,71.6,2.5
45.8,16.0,59.0,4.3
23.13,-82.36,87.8,9.4
35.17,33.37,69.8,5.6
50.08,14.47,60.8,8.1
-4.3,15.3,83.2,6.5
55.67,12.58,59.0,13.6
11.6,43.15,83.0,9.4
15.3,-61.4,87.8,6.9
18.47,-69.9,87.8,6.9
-0.22,-78.5,57.9,2.2
30.05,31.25,75.2,5.6
13.71,-89.2,80.6,9.4
3.75,8.78,78.6,6.7
15.33,38.93,71.7,4.9
59.43,24.73,44.6,9.4
-26.32,31.13,61.6,2.9
9.03,38.7,64.4,9.4
-18.13,178.42,77.0,9.4
60.18,24.93,48.2,16.1
48.87,2.33,60.8,2.2
0.38,9.45,76.4,6.3
13.45,-16.58,82.4,2.2
41.73,44.79,48.2,3.8
52.52,13.4,59.0,3.8
5.55,-0.22,80.6,10.5
37.98,23.72,68.0,2.2
12.05,-61.75,87.8,12.5
14.62,-90.53,71.6,6.9
9.51,-13.71,80.6,11.9
11.85,-15.58,80.6,4.3
6.8,-58.17,91.4,6.9
18.54,-72.34,93.2,6.9
41.9,12.45,69.8,2.5
14.1,-87.22,82.4,6.9
47.5,19.08,50.0,2.2
63.83,-20.4,37.0,36.2
28.6,77.2,78.8,4.3
-6.21,106.85,82.4,3.8
35.73,51.33,69.8,4.3
33.34,44.39,84.2,6.9
53.33,-6.25,62.6,12.5
31.78,35.23,75.2,2.2
41.9,12.48,69.8,2.5
17.97,-76.75,89.6,19.2
35.69,139.69,66.2,12.5
31.95,35.93,66.2,5.6
51.18,71.43,51.8,13.6
-1.28,36.82,66.2,12.5
-0.88,169.53,85.0,5.6
29.37,47.96,91.5,2.2
42.87,74.6,60.8,3.4
-8.18,114.32,67.5,2.2
56.95,24.1,46.4,8.1
33.87,35.51,75.2,4.3
-29.32,27.48,70.5,6.9
6.31,-10.8,78.8,2.2
18.78,100.78,70.1,2.2
47.13,9.52,55.4,2.5
54.68,25.32,39.2,5.6
49.61,6.13,59.0,6.9
-18.92,47.52,59.0,4.3
-13.98,33.78,76.2,4.0
3.17,101.7,78.8,2.2
6.15,73.27,81.0,6.3
12.65,-8.0,80.6,3.8
35.9,14.51,69.8,2.5
7.1,171.38,84.2,6.9
18.09,-15.98,80.8,9.2
-20.16,57.5,69.8,3.8
19.43,-99.13,73.4,9.4
6.92,158.15,84.2,9.4
51.7,94.45,44.4,2.9
43.73,7.42,68.0,3.8
47.92,106.92,23.0,2.2
42.44,19.26,68.0,3.8
34.03,-6.84,62.6,2.2
-25.97,32.59,73.4,11.9
16.78,94.73,74.5,2.7
-22.57,17.08,75.2,5.6
39.55,27.62,60.8,6.9
27.72,85.32,66.2,3.8
52.37,4.89,64.4,15.0
-41.3,174.78,51.8,10.5
12.15,-86.27,77.0,6.9
13.52,2.12,91.4,4.3
9.18,7.18,75.2,4.3
39.02,125.75,54.8,3.4
42.0,21.43,60.8,2.2
59.92,10.75,50.0,47.2
23.61,58.59,86.0,3.8
33.7,73.17,71.3,5.6
7.36,134.51,77.0,15.0
-11.18,-67.08,98.6,3.6
8.97,-79.53,86.0,4.3
-9.46,147.19,77.0,4.3
-21.55,-58.12,94.6,6.3
-12.05,-77.05,67.8,10.3
14.6,120.98,80.6,2.5
52.25,21.0,41.0,8.1
38.72,-9.13,71.6,6.9
25.29,51.53,86.0,3.8
44.43,26.1,48.2,4.3
55.75,37.62,28.4,6.9
-1.95,30.06,64.4,4.3
17.3,-62.72,84.2,9.4
14.0,-61.0,84.0,10.5
13.13,-61.22,83.0,13.6
-13.83,-171.73,87.8,6.9
43.93,12.45,62.6,2.2
51.27,4.55,64.4,9.4
24.64,46.77,78.8,2.2
14.67,-17.44,84.2,2.5
44.8,20.47,59.0,3.8
-4.62,55.45,80.6,3.8
8.49,-13.23,78.4,7.2
1.29,103.86,80.6,5.6
48.15,17.12,55.4,4.3
46.06,14.51,60.8,3.8
-9.43,159.95,81.9,8.9
2.07,45.37,78.1,13.9
-25.75,28.19,66.2,10.5
37.57,127.0,53.6,2.5
12.15,24.45,86.1,2.2
40.4,-3.68,68.0,2.5
6.93,79.85,77.0,4.3
15.59,32.53,97.6,8.5
5.83,-55.17,83.4,9.8
59.33,18.05,48.2,10.5
46.92,7.47,53.6,2.2
33.5,36.3,66.2,9.4
38.56,68.77,57.2,2.2
-6.18,35.75,70.1,13.4
13.75,100.52,80.6,4.3
-8.56,125.57,76.9,2.7
43.81,23.24,55.0,2.5
-21.13,-175.2,77.0,8.1
10.65,-61.52,87.8,8.1
36.8,10.18,68.0,2.2
