latitude,longitude,temperature_fahrenheit,wind_mph
-13.98,33.78,62.6,6.9
3.17,101.7,75.2,2.2
6.15,73.27,81.5,10.7
12.65,-8.0,73.4,2.5
35.9,14.51,75.2,2.2
7.1,171.38,87.8,4.3
18.09,-15.98,82.4,15.9
-20.16,57.5,73.4,6.9
19.43,-99.13,77.0,13.6
6.92,158.15,84.2,9.4
51.7,94.45,41.0,3.4
43.73,7.42,77.0,10.5
47.92,106.92,48.2,6.9
42.44,19.26,77.0,10.5
34.03,-6.84,66.2,2.2
-25.97,32.59,69.8,6.9
16.78,94.73,76.5,5.1
-22.57,17.08,66.2,2.5
39.55,27.62,68.0,15.0
27.72,85.32,69.8,3.8
52.37,4.89,68.0,3.8
-41.3,174.78,59.0,16.1
12.15,-86.27,93.2,9.4
13.52,2.12,82.4,4.3
9.18,7.18,75.2,3.8
39.02,125.75,69.8,2.9
42.0,21.43,60.8,2.2
59.92,10.75,55.4,16.1
23.61,58.59,86.0,2.2
33.7,73.17,79.3,6.0
7.36,134.51,78.8,12.5
-11.18,-67.08,95.0,2.2
8.97,-79.53,75.2,2.2
-9.46,147.19,80.6,11.9
-21.55,-58.12,86.9,3.8
-12.05,-77.05,66.9,8.3
14.6,120.98,82.4,2.2
52.25,21.0,64.4,3.8
38.72,-9.13,68.0,4.3
25.29,51.53,98.6,3.8
44.43,26.1,66.2,2.2
55.75,37.62,51.8,6.9
-1.95,30.06,68.0,5.6
17.3,-62.72,86.0,4.3
14.0,-61.0,87.8,4.3
13.13,-61.22,84.7,15.0
-13.83,-171.73,86.0,2.2
43.93,12.45,66.2,5.6
51.27,4.55,69.8,2.5
24.64,46.77,93.2,2.5
14.67,-17.44,84.2,9.4
44.8,20.47,66.2,3.8
-4.62,55.45,80.6,16.1
8.49,-13.23,78.8,11.9
1.29,103.86,78.8,4.3
48.15,17.12,60.8,3.8
46.06,14.51,55.4,4.3
-9.43,159.95,80.6,3.8
2.07,45.37,75.6,15.7
-25.75,28.19,66.2,4.3
37.57,127.0,71.6,2.2
12.15,24.45,77.9,8.5
40.4,-3.68,66.2,5.6
6.93,79.85,77.0,4.3
15.59,32.53,95.7,8.9
5.83,-55.17,77.0,2.5
59.33,18.05,60.8,5.6
46.92,7.47,60.8,2.2
33.5,36.3,71.6,16.1
38.56,68.77,69.8,2.2
-6.18,35.75,65.3,11.0
13.75,100.52,78.8,3.8
-8.56,125.57,81.3,2.9
43.81,23.24,64.8,5.6
-21.13,-175.2,75.2,17.4
10.65,-61.52,86.0,6.9
36.8,10.18,73.4,3.8
39.93,32.86,68.0,8.1
37.95,58.38,77.0,4.3
-8.52,179.22,87.8,2.2
0.32,32.57,68.0,2.5
50.43,30.52,54.7,3.8
24.47,54.37,91.4,3.8
51.52,-0.11,71.6,2.5
46.6,-120.49,84.9,5.6
-34.86,-56.17,59.0,2.2
41.32,69.25,73.4,6.9
-17.73,168.32,75.2,10.5
10.5,-66.92,86.0,8.1
21.03,105.85,80.6,3.8
15.35,44.21,64.4,2.2
-15.42,28.28,66.6,5.4
-17.82,31.04,62.1,9.2
34.52,69.18,59.2,2.2
41.33,19.82,62.6,2.2
36.76,3.05,75.2,2.2
42.5,1.52,60.6,2.2
-8.84,13.23,73.4,4.3
17.12,-61.85,82.4,4.3
-34.59,-58.67,66.2,9.4
40.18,44.51,55.4,5.6
-35.28,149.22,46.4,5.6
48.2,16.37,62.6,5.6
40.4,49.88,66.2,16.1
25.08,-77.35,86.0,2.2
26.24,50.58,93.2,3.8
23.72,90.41,79.9,6.9
13.1,-59.62,84.2,6.9
53.9,27.57,51.8,2.2
50.83,4.33,71.6,4.3
17.25,-88.77,87.8,8.1
6.48,2.62,78.8,11.9
27.48,89.6,53.4,2.2
-19.04,-65.26,71.1,17.4
43.85,18.38,57.2,3.8
-24.65,25.91,72.7,5.4
-2.08,-58.17,93.2,4.0
4.88,114.93,75.2,2.5
42.68,23.32,53.6,6.9
12.37,-1.52,81.0,8.1
-3.38,29.36,66.6,7.6
-24.37,46.45,72.1,6.3
14.93,-23.51,80.6,8.1
11.55,104.92,77.0,8.1
5.47,10.42,61.9,3.8
45.42,-75.7,68.0,8.1
4.37,18.58,72.3,2.2
12.11,15.05,84.2,4.3
-33.45,-70.67,55.4,2.2
39.93,116.39,69.8,2.5
43.32,24.7,63.1,5.1
-11.7,43.24,70.0,2.9
-4.26,15.28,81.3,2.7
9.97,-84.08,68.0,8.1
45.8,16.0,60.8,2.5
23.13,-82.36,84.2,5.6
35.17,33.37,77.0,11.9
50.08,14.47,64.4,3.8
-4.3,15.3,82.9,2.9
55.67,12.58,60.8,4.3
11.6,43.15,91.4,5.6
15.3,-61.4,84.2,2.5
18.47,-69.9,87.8,6.9
-0.22,-78.5,58.1,4.9
30.05,31.25,86.0,11.9
13.71,-89.2,84.2,11.9
3.75,8.78,77.5,7.4
15.33,38.93,65.5,2.2
59.43,24.73,59.0,2.2
-26.32,31.13,66.2,5.4
9.03,38.7,59.0,4.3
-18.13,178.42,82.4,6.9
60.18,24.93,60.8,5.6
48.87,2.33,73.4,2.2
0.38,9.45,78.8,6.9
13.45,-16.58,80.6,2.2
41.73,44.79,60.8,20.6
52.52,13.4,62.6,2.2
5.55,-0.22,77.0,12.5
37.98,23.72,75.2,6.9
12.05,-61.75,86.0,13.6
14.62,-90.53,75.2,11.9
9.51,-13.71,80.6,9.4
11.85,-15.58,80.6,5.6
6.8,-58.17,84.2,6.9
18.54,-72.34,87.8,8.1
41.9,12.45,75.2,3.8
14.1,-87.22,87.8,5.6
47.5,19.08,60.8,3.8
63.83,-20.4,45.0,6.3
28.6,77.2,77.0,5.6
-6.21,106.85,77.0,4.3
35.73,51.33,69.8,11.9
33.34,44.39,86.0,2.2
53.33,-6.25,66.2,12.5
31.78,35.23,80.6,4.3
41.9,12.48,75.2,3.8
17.97,-76.75,91.4,3.8
35.69,139.69,82.4,5.6
31.95,35.93,69.8,2.2
51.18,71.43,44.6,9.4
-1.28,36.82,64.4,6.9
-0.88,169.53,84.2,4.3
29.37,47.96,98.8,5.8
42.87,74.6,69.8,7.4
-8.18,114.32,68.5,3.1
56.95,24.1,60.8,3.8
33.87,35.51,80.6,5.6
-29.32,27.48,55.9,2.2
6.31,-10.8,77.0,2.2
18.78,100.78,75.2,3.8
47.13,9.52,64.4,3.8
54.68,25.32,59.0,5.6
49.61,6.13,66.2,4.3
-18.92,47.52,53.6,10.5
-13.98,33.78,64.4,9.4
3.17,101.7,80.6,2.2
6.15,73.27,81.7,13.4
12.65,-8.0,75.2,4.3
35.9,14.51,75.2,6.9
7.1,171.38,87.8,4.3
18.09,-15.98,83.5,9.6
-20.16,57.5,71.6,10.5
19.43,-99.13,77.0,13.6
6.92,158.15,86.0,3.8
51.7,94.45,46.2,3.1
43.73,7.42,75.2,10.5
47.92,106.92,32.0,2.2
42.44,19.26,68.0,2.5
34.03,-6.84,66.2,2.2
-25.97,32.59,74.1,7.8
16.78,94.73,76.5,7.8
-22.57,17.08,62.6,3.8
39.55,27.62,68.0,13.6
27.72,85.32,69.8,2.2
52.37,4.89,75.2,10.5
-41.3,174.78,59.0,25.5
12.15,-86.27,93.2,9.4
13.52,2.12,87.8,6.9
9.18,7.18,78.8,2.5
39.02,125.75,70.9,3.1
42.0,21.43,60.8,2.2
59.92,10.75,53.6,11.9
23.61,58.59,86.0,2.2
33.7,73.17,78.6,6.0
7.36,134.51,80.6,9.4
-11.18,-67.08,87.3,2.9
8.97,-79.53,86.0,2.2
-9.46,147.19,78.8,11.9
-21.55,-58.12,91.9,5.6
-12.05,-77.05,67.6,8.1
14.6,120.98,80.6,2.2
52.25,21.0,62.6,4.3
38.72,-9.13,66.2,4.3
25.29,51.53,93.2,4.3
44.43,26.1,64.4,3.8
55.75,37.62,50.0,4.3
-1.95,30.06,64.4,2.2
17.3,-62.72,86.0,10.5
14.0,-61.0,84.2,2.2
13.13,-61.22,84.7,14.3
-13.83,-171.73,84.2,6.9
43.93,12.45,66.2,2.2
51.27,4.55,69.8,2.5
24.64,46.77,89.6,2.2
14.67,-17.44,84.2,2.5
44.8,20.47,71.6,4.3
-4.62,55.45,80.6,17.4
8.49,-13.23,75.9,7.8
1.29,103.86,78.8,4.3
48.15,17.12,64.4,2.5
46.06,14.51,57.2,2.2
-9.43,159.95,82.4,2.5
2.07,45.37,75.9,13.0
-25.75,28.19,64.4,2.2
37.57,127.0,71.6,2.2
12.15,24.45,80.6,12.5
40.4,-3.68,68.0,3.8
6.93,79.85,78.8,4.3
15.59,32.53,96.3,10.1
5.83,-55.17,81.1,9.6
59.33,18.05,57.2,2.2
46.92,7.47,62.6,3.8
33.5,36.3,71.6,15.0
38.56,68.77,71.6,2.2
-6.18,35.75,66.6,9.6
13.75,100.52,77.0,4.3
-8.56,125.57,81.5,3.4
43.81,23.24,63.5,3.1
-21.13,-175.2,77.0,17.4
10.65,-61.52,86.0,8.1
36.8,10.18,73.4,3.8
39.93,32.86,62.6,10.5
37.95,58.38,69.8,20.6
-8.52,179.22,89.6,4.3
0.32,32.57,69.8,3.8
50.43,30.52,57.7,2.2
24.47,54.37,91.4,3.8
51.52,-0.11,68.0,5.6
46.6,-120.49,89.1,2.2
-34.86,-56.17,59.0,11.9
41.32,69.25,69.8,4.3
-17.73,168.32,75.2,6.9
10.5,-66.92,89.6,5.6
21.03,105.85,78.8,3.8
15.35,44.21,67.6,2.2
-15.42,28.28,70.9,6.9
-17.82,31.04,64.8,4.9
34.52,69.18,59.7,2.2
41.33,19.82,62.6,2.2
36.76,3.05,77.0,4.3
42.5,1.52,50.9,2.2
-8.84,13.23,71.6,9.4
17.12,-61.85,86.0,4.3
-34.59,-58.67,60.8,19.2
40.18,44.51,60.8,2.2
-35.28,149.22,42.8,3.8
48.2,16.37,66.2,2.2
40.4,49.88,64.4,6.9
25.08,-77.35,86.2,13.9
26.24,50.58,91.4,3.8
23.72,90.41,81.0,6.3
13.1,-59.62,84.2,11.9
53.9,27.57,48.2,2.5
50.83,4.33,66.2,3.8
17.25,-88.77,78.8,2.2
6.48,2.62,78.8,13.6
27.48,89.6,54.0,2.2
-19.04,-65.26,70.3,9.8
43.85,18.38,57.2,2.2
-24.65,25.91,51.8,15.2
-2.08,-58.17,84.9,3.1
4.88,114.93,73.4,2.5
42.68,23.32,53.6,5.6
12.37,-1.52,86.0,2.2
-3.38,29.36,71.6,3.4
-24.37,46.45,69.6,5.6
14.93,-23.51,80.6,10.5
11.55,104.92,78.8,3.8
5.47,10.42,64.8,3.4
45.42,-75.7,71.6,5.6
4.37,18.58,75.2,4.3
12.11,15.05,73.4,3.8
-33.45,-70.67,59.0,10.5
39.93,116.39,62.6,2.2
43.32,24.7,64.0,4.5
-11.7,43.24,70.3,3.4
-4.26,15.28,77.0,8.1
9.97,-84.08,69.8,3.8
45.8,16.0,60.8,2.2
23.13,-82.36,87.8,11.9
35.17,33.37,77.0,5.6
50.08,14.47,69.8,4.3
-4.3,15.3,77.0,8.1
55.67,12.58,64.4,6.9
11.6,43.15,90.0,3.1
15.3,-61.4,82.4,2.5
18.47,-69.9,84.2,6.9
-0.22,-78.5,63.0,3.8
30.05,31.25,89.6,10.5
13.71,-89.2,82.4,8.1
3.75,8.78,77.0,9.4
15.33,38.93,64.2,2.2
59.43,24.73,60.8,4.3
-26.32,31.13,51.6,8.5
9.03,38.7,54.9,2.5
-18.13,178.42,80.6,4.3
60.18,24.93,57.2,3.8
48.87,2.33,69.8,5.6
0.38,9.45,77.0,10.5
13.45,-16.58,80.6,2.2
41.73,44.79,57.2,2.2
52.52,13.4,62.6,2.5
5.55,-0.22,78.8,13.6
37.98,23.72,71.6,8.1
12.05,-61.75,86.0,10.5
14.62,-90.53,75.2,11.9
9.51,-13.71,80.6,4.3
11.85,-15.58,77.0,2.5
6.8,-58.17,84.2,9.4
18.54,-72.34,89.6,9.4
41.9,12.45,71.6,3.8
14.1,-87.22,84.2,9.4
47.5,19.08,60.8,2.2
63.83,-20.4,43.3,8.7
28.6,77.2,78.8,2.5
-6.21,106.85,73.4,3.8
35.73,51.33,77.0,2.2
33.34,44.39,89.6,2.2
53.33,-6.25,55.4,13.6
31.78,35.23,87.8,2.2
41.9,12.48,71.6,3.8
17.97,-76.75,80.6,8.1
35.69,139.69,82.4,5.6
31.95,35.93,77.0,2.2
51.18,71.43,50.0,18.6
-1.28,36.82,64.4,4.3
-0.88,169.53,82.4,6.7
29.37,47.96,95.5,13.9
42.87,74.6,55.8,3.4
-8.18,114.32,70.9,3.8
56.95,24.1,60.8,3.8
33.87,35.51,82.4,4.3
-29.32,27.48,35.2,8.7
6.31,-10.8,80.6,2.2
18.78,100.78,77.0,2.2
47.13,9.52,62.6,2.2
54.68,25.32,59.0,4.3
49.61,6.13,71.6,4.3
-18.92,47.52,53.6,8.1
-13.98,33.78,70.5,2.2
3.17,101.7,80.6,2.2
6.15,73.27,80.2,5.8
12.65,-8.0,80.6,4.3
35.9,14.51,73.4,2.5
7.1,171.38,86.0,13.6
18.09,-15.98,82.2,13.0
-20.16,57.5,71.6,11.9
19.43,-99.13,69.8,11.9
6.92,158.15,86.0,4.3
51.7,94.45,51.8,2.9
43.73,7.42,73.4,4.3
47.92,106.92,28.4,2.2
42.44,19.26,69.8,2.2
34.03,-6.84,66.2,2.2
-25.97,32.59,68.0,20.6
16.78,94.73,76.5,7.6
-22.57,17.08,41.9,13.9
39.55,27.62,66.2,10.5
27.72,85.32,71.6,2.2
52.37,4.89,66.2,3.8
-41.3,174.78,57.2,16.1
12.15,-86.27,93.2,13.6
13.52,2.12,93.2,9.4
9.18,7.18,75.2,18.6
39.02,125.75,71.6,2.2
42.0,21.43,57.2,2.2
59.92,10.75,53.6,15.0
23.61,58.59,86.0,3.8
33.7,73.17,79.0,5.6
7.36,134.51,78.8,5.6
-11.18,-67.08,82.0,2.2
8.97,-79.53,82.4,13.6
-9.46,147.19,78.8,17.4
-21.55,-58.12,93.0,7.2
-12.05,-77.05,66.0,10.7
14.6,120.98,80.6,3.8
52.25,21.0,62.6,2.2
38.72,-9.13,66.2,4.3
25.29,51.53,91.4,3.8
44.43,26.1,66.2,2.2
55.75,37.62,51.8,6.9
-1.95,30.06,69.8,3.8
17.3,-62.72,86.0,9.4
14.0,-61.0,86.0,6.9
13.13,-61.22,84.6,14.1
-13.83,-171.73,87.8,10.5
43.93,12.45,68.0,2.5
51.27,4.55,66.2,2.2
24.64,46.77,96.8,4.3
14.67,-17.44,84.2,2.2
44.8,20.47,69.8,3.8
-4.62,55.45,80.6,19.2
8.49,-13.23,80.6,6.9
1.29,103.86,80.6,4.3
48.15,17.12,66.2,2.5
46.06,14.51,57.2,2.5
-9.43,159.95,84.2,3.8
2.07,45.37,76.6,11.0
-25.75,28.19,48.2,19.2
37.57,127.0,71.6,2.5
12.15,24.45,78.6,7.8
40.4,-3.68,66.2,2.5
6.93,79.85,78.3,14.8
15.59,32.53,89.2,18.8
5.83,-55.17,82.4,6.9
59.33,18.05,59.0,6.9
46.92,7.47,60.8,2.2
33.5,36.3,68.0,9.4
38.56,68.77,73.4,6.9
-6.18,35.75,67.5,12.1
13.75,100.52,80.6,2.5
-8.56,125.57,80.2,2.2
43.81,23.24,65.1,3.6
-21.13,-175.2,77.0,17.4
10.65,-61.52,86.0,6.9
36.8,10.18,71.6,3.8
39.93,32.86,60.8,5.6
37.95,58.38,68.0,9.4
-8.52,179.22,87.8,6.9
0.32,32.57,63.3,2.5
50.43,30.52,59.2,3.1
24.47,54.37,91.4,4.3
51.52,-0.11,68.0,5.6
46.6,-120.49,84.0,2.2
-34.86,-56.17,60.8,16.1
41.32,69.25,60.8,2.2
-17.73,168.32,78.8,13.6
10.5,-66.92,89.6,3.8
21.03,105.85,80.6,4.3
15.35,44.21,64.4,3.1
-15.42,28.28,72.9,4.9
-17.82,31.04,67.3,3.1
34.52,69.18,58.1,2.2
41.33,19.82,62.6,3.8
36.76,3.05,77.0,2.2
42.5,1.52,46.2,4.0
-8.84,13.23,71.6,6.9
17.12,-61.85,84.2,4.3
-34.59,-58.67,59.0,6.9
40.18,44.51,57.2,2.2
-35.28,149.22,46.4,2.5
48.2,16.37,68.0,5.6
40.4,49.88,66.2,11.9
25.08,-77.35,87.8,10.5
26.24,50.58,91.4,3.8
23.72,90.41,80.1,8.9
13.1,-59.62,84.2,9.4
53.9,27.57,59.0,6.9
50.83,4.33,64.4,8.1
17.25,-88.77,84.2,3.8
6.48,2.62,75.2,2.2
27.48,89.6,53.6,2.7
-19.04,-65.26,59.5,17.4
43.85,18.38,59.0,2.5
-24.65,25.91,57.2,16.1
-2.08,-58.17,91.4,3.6
4.88,114.93,77.0,4.3
42.68,23.32,59.0,5.6
12.37,-1.52,86.0,12.5
-3.38,29.36,73.8,4.5
-24.37,46.45,70.7,3.4
14.93,-23.51,80.6,6.9
11.55,104.92,78.8,8.1
5.47,10.42,61.2,3.1
45.42,-75.7,66.2,6.9
4.37,18.58,77.0,2.2
12.11,15.05,80.6,2.2
-33.45,-70.67,55.4,11.9
39.93,116.39,59.0,2.2
43.32,24.7,66.9,5.4
-11.7,43.24,70.2,2.2
-4.26,15.28,78.8,9.4
9.97,-84.08,71.6,5.6
45.8,16.0,60.8,4.3
23.13,-82.36,87.8,15.0
35.17,33.37,73.4,12.5
50.08,14.47,69.8,6.9
-4.3,15.3,78.8,9.4
55.67,12.58,60.8,8.1
11.6,43.15,95.0,8.1
15.3,-61.4,84.2,3.8
18.47,-69.9,86.0,11.9
-0.22,-78.5,58.8,3.6
30.05,31.25,80.6,6.9
13.71,-89.2,84.2,9.4
3.75,8.78,76.5,7.2
15.33,38.93,63.5,3.4
59.43,24.73,60.8,6.9
-26.32,31.13,45.9,3.4
9.03,38.7,59.0,6.9
-18.13,178.42,80.6,10.5
60.18,24.93,64.4,9.4
48.87,2.33,64.4,2.5
0.38,9.45,77.0,8.1
13.45,-16.58,82.4,5.6
41.73,44.79,57.2,2.2
52.52,13.4,68.0,3.8
5.55,-0.22,71.6,5.6
37.98,23.72,71.6,2.2
12.05,-61.75,86.0,15.0
14.62,-90.53,77.0,11.9
9.51,-13.71,82.4,9.4
11.85,-15.58,80.6,3.8
6.8,-58.17,86.0,6.9
18.54,-72.34,87.8,12.5
41.9,12.45,69.8,2.5
14.1,-87.22,84.2,9.4
47.5,19.08,62.6,2.2
63.83,-20.4,44.4,10.7
28.6,77.2,82.4,3.8
-6.21,106.85,75.2,3.8
35.73,51.33,75.2,2.2
33.34,44.39,87.8,2.5
53.33,-6.25,44.6,6.9
31.78,35.23,82.4,4.3
41.9,12.48,69.8,2.5
17.97,-76.75,91.4,11.9
35.69,139.69,80.6,3.8
31.95,35.93,78.8,2.5
51.18,71.43,48.2,11.9
-1.28,36.82,64.4,4.3
-0.88,169.53,84.0,6.9
29.37,47.96,97.0,8.3
42.87,74.6,55.2,3.8
-8.18,114.32,70.2,3.4
56.95,24.1,60.8,2.5
33.87,35.51,84.2,3.8
-29.32,27.48,44.2,5.6
6.31,-10.8,75.2,2.2
18.78,100.78,77.0,2.2
47.13,9.52,68.0,2.2
54.68,25.32,60.8,4.3
49.61,6.13,62.6,9.4
-18.92,47.52,55.4,2.2
-13.98,33.78,70.2,10.3
3.17,101.7,82.4,2.2
6.15,73.27,82.6,9.2
12.65,-8.0,82.4,4.3
35.9,14.51,73.4,5.6
7.1,171.38,87.8,6.9
18.09,-15.98,82.4,11.2
-20.16,57.5,71.6,6.9
19.43,-99.13,78.8,9.4
6.92,158.15,84.2,6.9
51.7,94.45,57.2,2.7
43.73,7.42,75.2,4.3
47.92,106.92,30.2,2.2
42.44,19.26,68.0,3.8
34.03,-6.84,66.2,2.2
-25.97,32.59,60.8,15.0
16.78,94.73,75.7,5.8
-22.57,17.08,53.6,9.4
39.55,27.62,66.2,5.6
27.72,85.32,68.0,2.2
52.37,4.89,66.2,4.3
-41.3,174.78,59.0,11.9
12.15,-86.27,93.2,11.9
13.52,2.12,91.4,6.9
9.18,7.18,77.0,2.2
39.02,125.75,67.1,2.9
42.0,21.43,62.6,3.8
59.92,10.75,50.0,15.0
23.61,58.59,86.0,5.6
33.7,73.17,81.0,6.5
7.36,134.51,77.0,4.3
-11.18,-67.08,88.9,2.5
8.97,-79.53,82.4,4.3
-9.46,147.19,78.8,11.9
-21.55,-58.12,82.6,11.9
-12.05,-77.05,66.4,11.4
14.6,120.98,78.8,2.2
52.25,21.0,64.4,2.5
38.72,-9.13,66.2,11.9
25.29,51.53,93.2,5.6
44.43,26.1,64.4,5.6
55.75,37.62,46.4,4.3
-1.95,30.06,64.4,5.6
17.3,-62.72,86.0,8.1
14.0,-61.0,86.0,2.2
13.13,-61.22,84.4,13.6
-13.83,-171.73,87.8,11.9
43.93,12.45,68.0,2.2
51.27,4.55,66.2,8.1
24.64,46.77,87.8,2.5
14.67,-17.44,80.6,2.2
44.8,20.47,71.6,5.6
-4.62,55.45,80.6,13.6
8.49,-13.23,82.4,11.9
1.29,103.86,82.4,4.3
48.15,17.12,66.2,3.8
46.06,14.51,59.0,2.2
-9.43,159.95,78.8,4.3
2.07,45.37,77.2,14.8
-25.75,28.19,46.4,8.1
37.57,127.0,73.4,2.5
12.15,24.45,79.2,4.9
40.4,-3.68,68.0,4.3
6.93,79.85,78.8,5.6
15.59,32.53,85.6,13.2
5.83,-55.17,89.6,2.2
59.33,18.05,62.6,4.3
46.92,7.47,66.2,15.0
33.5,36.3,73.4,6.9
38.56,68.77,68.0,2.2
-6.18,35.75,68.5,10.3
13.75,100.52,80.6,3.8
-8.56,125.57,77.7,2.2
43.81,23.24,67.5,4.3
-21.13,-175.2,78.8,15.0
10.65,-61.52,86.0,5.6
36.8,10.18,78.8,5.6
39.93,32.86,57.2,2.2
37.95,58.38,71.6,13.6
-8.52,179.22,80.6,2.2
0.32,32.57,73.4,2.5
50.43,30.52,62.1,5.4
24.47,54.37,89.6,5.6
51.52,-0.11,59.0,13.6
46.6,-120.49,81.0,2.2
-34.86,-56.17,55.4,3.8
41.32,69.25,64.4,4.3
-17.73,168.32,77.0,16.1
10.5,-66.92,87.8,4.3
21.03,105.85,77.0,8.1
15.35,44.21,65.3,4.3
-15.42,28.28,72.0,9.8
-17.82,31.04,54.7,15.4
34.52,69.18,72.9,5.8
41.33,19.82,84.2,9.4
36.76,3.05,87.8,12.5
42.5,1.52,58.5,2.2
-8.84,13.23,78.8,15.0
17.12,-61.85,89.6,8.1
-34.59,-58.67,59.0,6.9
40.18,44.51,77.0,3.8
-35.28,149.22,46.4,2.2
48.2,16.37,73.4,10.5
40.4,49.88,71.6,18.6
25.08,-77.35,86.0,10.5
26.24,50.58,100.4,10.5
23.72,90.41,82.0,12.3
13.1,-59.62,89.6,10.5
53.9,27.57,59.0,2.2
50.83,4.33,68.0,3.8
17.25,-88.77,80.6,4.3
6.48,2.62,84.2,12.5
27.48,89.6,55.6,2.2
-19.04,-65.26,58.3,4.9
43.85,18.38,75.2,2.2
-24.65,25.91,82.4,2.2
-2.08,-58.17,100.6,6.3
4.88,114.93,80.6,2.2
42.68,23.32,84.2,5.6
12.37,-1.52,91.4,2.2
-3.38,29.36,79.0,5.4
-24.37,46.45,76.8,14.1
14.93,-23.51,86.0,16.1
11.55,104.92,77.0,5.6
5.47,10.42,72.5,2.2
45.42,-75.7,57.2,12.5
4.37,18.58,91.4,2.2
12.11,15.05,75.2,10.5
-33.45,-70.67,55.4,2.2
39.93,116.39,66.2,2.2
43.32,24.7,88.5,9.2
-11.7,43.24,82.4,2.2
-4.26,15.28,91.4,11.9
9.97,-84.08,77.0,10.5
45.8,16.0,66.2,10.5
23.13,-82.36,86.0,6.9
35.17,33.37,89.6,19.2
50.08,14.47,66.2,6.9
-4.3,15.3,91.4,11.9
55.67,12.58,64.4,6.9
11.6,43.15,98.6,15.0
15.3,-61.4,87.8,3.8
18.47,-69.9,84.2,4.3
-0.22,-78.5,61.9,3.8
30.05,31.25,89.6,12.5
13.71,-89.2,84.2,2.2
3.75,8.78,82.4,10.5
15.33,38.93,73.4,9.8
59.43,24.73,60.8,9.4
-26.32,31.13,84.2,13.6
9.03,38.7,62.6,4.3
-18.13,178.42,75.2,10.5
60.18,24.93,59.0,10.5
48.87,2.33,77.0,2.2
0.38,9.45,78.8,6.9
13.45,-16.58,89.6,6.9
41.73,44.79,75.2,4.3
52.52,13.4,69.8,6.9
5.55,-0.22,82.4,12.5
37.98,23.72,86.0,6.9
12.05,-61.75,87.8,18.6
14.62,-90.53,68.0,4.3
9.51,-13.71,78.8,6.9
11.85,-15.58,87.8,4.3
6.8,-58.17,91.4,6.9
18.54,-72.34,87.8,6.9
41.9,12.45,82.4,8.1
14.1,-87.22,75.2,2.2
47.5,19.08,69.8,15.0
63.83,-20.4,55.4,11.9
28.6,77.2,91.4,4.3
-6.21,106.85,82.4,2.2
35.73,51.33,91.4,9.4
33.34,44.39,98.6,8.1
53.33,-6.25,62.6,6.9
31.78,35.23,84.2,11.9
41.9,12.48,82.4,8.1
17.97,-76.75,89.6,3.8
35.69,139.69,82.4,10.5
31.95,35.93,84.2,9.4
51.18,71.43,57.2,4.3
-1.28,36.82,77.0,16.1
-0.88,169.53,83.1,2.2
29.37,47.96,106.7,18.3
42.87,74.6,63.5,5.4
-8.18,114.32,68.4,4.3
56.95,24.1,62.6,10.5
33.87,35.51,86.0,5.6
-29.32,27.48,72.5,16.6
6.31,-10.8,82.4,12.5
18.78,100.78,78.8,2.2
47.13,9.52,69.8,5.6
54.68,25.32,60.8,15.0
49.61,6.13,68.0,5.6
-18.92,47.52,69.8,15.0
-13.98,33.78,75.2,9.4
3.17,101.7,82.4,2.2
6.15,73.27,82.8,11.4
12.65,-8.0,87.8,3.8
35.9,14.51,82.4,10.5
7.1,171.38,82.4,3.8
18.09,-15.98,87.6,16.8
-20.16,57.5,75.2,4.3
19.43,-99.13,59.0,3.8
6.92,158.15,78.8,4.3
51.7,94.45,58.5,3.4
43.73,7.42,75.2,5.6
47.92,106.92,51.8,2.2
42.44,19.26,84.2,2.2
34.03,-6.84,77.0,6.9
-25.97,32.59,87.8,12.5
16.78,94.73,77.4,6.0
-22.57,17.08,89.6,5.6
39.55,27.62,86.0,11.9
27.72,85.32,77.0,4.3
52.37,4.89,69.8,5.6
-41.3,174.78,55.4,12.5
12.15,-86.27,84.2,4.3
13.52,2.12,95.0,6.9
9.18,7.18,86.0,6.9
39.02,125.75,68.7,3.1
42.0,21.43,86.0,3.8
59.92,10.75,57.2,28.6
23.61,58.59,89.6,9.4
33.7,73.17,87.6,5.1
7.36,134.51,80.6,5.6
-11.18,-67.08,84.9,4.9
8.97,-79.53,86.0,2.2
-9.46,147.19,75.2,17.4
-21.55,-58.12,66.2,7.2
-12.05,-77.05,64.2,4.0
14.6,120.98,82.4,2.2
52.25,21.0,69.8,10.5
38.72,-9.13,86.0,5.6
25.29,51.53,98.6,10.5
44.43,26.1,89.6,2.2
55.75,37.62,66.2,11.9
-1.95,30.06,75.0,2.2
17.3,-62.72,87.8,11.9
14.0,-61.0,89.6,6.9
13.13,-61.22,84.2,14.5
-13.83,-171.73,71.6,2.2
43.93,12.45,77.0,4.3
51.27,4.55,68.0,3.8
24.64,46.77,107.6,4.3
14.67,-17.44,82.9,12.3
44.8,20.47,82.4,12.5
-4.62,55.45,78.8,17.4
8.49,-13.23,82.4,8.1
1.29,103.86,84.2,5.6
48.15,17.12,73.4,16.1
46.06,14.51,66.2,11.9
-9.43,159.95,73.4,2.5
2.07,45.37,82.4,13.6
-25.75,28.19,69.8,6.9
37.57,127.0,75.2,5.6
12.15,24.45,90.0,8.9
40.4,-3.68,77.0,6.9
6.93,79.85,78.8,6.9
15.59,32.53,101.8,4.7
5.83,-55.17,89.6,11.9
59.33,18.05,57.2,8.1
